atlantis_pred_group,predator_stage,atlantis_prey_group,taxa_prey,prey,data,value,proportion,index,location,year,author,publication_yr,variable,predator_size,size_units,sample_source,file_name,full_file_name,predator_name,predator_taxa,latitude,longitude
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2001,37.9562044,0.379562044,6,Tatoosh Islan,2001,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2001,0,0,6,Tatoosh Islan,2001,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2002,23.3576642,0.23357664199999997,7,Tatoosh Islan,2002,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2002,0,0,7,Tatoosh Islan,2002,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2003,27.9805353,0.279805353,8,Tatoosh Islan,2003,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2003,0,0,8,Tatoosh Islan,2003,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2004,61.3138686,0.613138686,9,Tatoosh Islan,2004,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2004,0,0,9,Tatoosh Islan,2004,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2005,18.2481752,0.182481752,10,Tatoosh Islan,2005,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2005,2.67639903,0.0267639903,10,Tatoosh Islan,2005,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2006,66.4233577,0.664233577,11,Tatoosh Islan,2006,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2006,0.72992701,0.0072992701000000005,11,Tatoosh Islan,2006,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Pacific herring,Clupea harengus pallasi,Fig1_2009,17.0316302,0.17031630199999997,12,Tatoosh Islan,2009,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,juvenile,HE,Herring/anchovy,Herring/anchovy,Fig1_2009,7.54257908,0.0754257908,12,Tatoosh Islan,2009,Schrimpf,2012,rel_number,NA,"NA",caught_prey,SB_Schrimpf_et_al_2012.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Schrimpf_et_al_2012.xlsx,Common murre,Uria aalge,48.39163888888889,-124.73747222222222
SB,adult,HE,Surf Smelt/Pacific Herring,Hypomesus pretiosus/Clupea pallasi,Table_1_may_pm,3,0.03,1,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Pacific Herring,Clupea pallasi,Table_1_may_pm,14,0.14,1,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Surf Smelt/Pacific Herring,Hypomesus pretiosus/Clupea pallasi,Table_1_june_am,10,0.1,2,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Pacific Herring,Clupea pallasi,Table_1_june_am,9,0.09,2,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Surf Smelt/Pacific Herring,Hypomesus pretiosus/Clupea pallasi,Table_1_june_pm,5,0.05,3,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Pacific Herring,Clupea pallasi,Table_1_june_pm,9,0.09,3,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Surf Smelt/Pacific Herring,Hypomesus pretiosus/Clupea pallasi,Table_1_july_am,28,0.28,4,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Pacific Herring,Clupea pallasi,Table_1_july_am,6,0.06,4,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Surf Smelt/Pacific Herring,Hypomesus pretiosus/Clupea pallasi,Table_1_july_pm,19,0.19,5,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,adult,HE,Pacific Herring,Clupea pallasi,Table_1_july_pm,4,0.04,5,Columbia river,2000,Thompson,2002,rel_occurrence,NA,"NA",caught_prey,SB_Thompson_et_al_2002.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Thompson_et_al_2002.xlsx,Caspian tern,Hydroprogne caspia,47.516666666666666,-122.85
SB,juvenile,HE,Clupea harengus,Herring,Table_2_fish,55.6,0.49955076370170703,3,Strait of Georgia,1980,Vermeer,1982,rel_occurrence,NA,"NA",regurgitations,SB_Vermeer_1982.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Vermeer_1982.xlsx,Glaucous-winged gull,Larus glaucescens,49.16741666666666,-123.48541666666667
SB,juvenile,HE,Herring,Herring,Table_1975,14.44,0.14438556144385561,1,Protection Island,1975,Wilson,1977,rel_freq,NA,"NA",caught_prey,SB_Wilson_1977.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Wilson_1977.xlsx,Rhinoceros auklet,Cerohinca monocerata,48.13333333333333,-122.91666666666667
SB,juvenile,HE,Herring,Herring,Table_1976,20.53,0.2053,2,Protection Island,1976,Wilson,1977,rel_freq,NA,"NA",caught_prey,SB_Wilson_1977.xlsx,/home/atlantis/herringdiet/herring_data_rev/SB_Wilson_1977.xlsx,Rhinoceros auklet,Cerohinca monocerata,48.13333333333333,-122.91666666666667
SP,adult,HE,Herring eggs,Herring eggs,Table_1_Saltspring_Is_Spring_1977,70,0.7,1,Saltspring Island,1977,Vermeer,1981,wet_weight,NA,"NA",stomachs,SP_Vermeer_1981.xlsx,/home/atlantis/herringdiet/herring_data_rev/SP_Vermeer_1981.xlsx,Surf scoter,Melanitta perspicillata,48.74177777777778,-123.41794444444444
