atlantis_pred_group,predator_stage,predator_taxa,year,atlantis_prey_group,taxa_prey,prey,predator_size,proportion,latitude,longitude,author,publication_yr,size_units,sample_source,variable,location
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,92.75,0,47.6357585,-122.419987,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,88.8,0,47.7876099,-122.3993001,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,130,0,47.63203333,-122.4218806,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,77.66666666666667,0,47.7050171,-122.395166,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,104.30035000000001,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,113.55555555555556,0,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Shiner perch,2004,HE,clupeidea,Clupeidea,94.32014,0,47.6357951,-122.4164876,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,163.4,0,47.7167603,-122.3915527,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,200,0,47.8491252,-122.3603353,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,165,0,47.7880575,-122.4076986,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,115,0,47.63203333,-122.4218806,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,280.1666666666667,0,47.7460815,-122.3927653,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,173.9,0,47.7360555,-122.3878988,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,154,0,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Slender sole,2004,HE,clupeidea,Clupeidea,195.2,0,47.630953,-122.4270996,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Slender sole,2004,HE,clupeidea,Clupeidea,124,0,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Slender sole,2004,HE,clupeidea,Clupeidea,127,0,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2004,HE,clupeidea,Clupeidea,108,0,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2004,HE,clupeidea,Clupeidea,108,0,47.7050171,-122.395166,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2004,HE,clupeidea,Clupeidea,122.5,0,47.6357585,-122.419987,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2004,HE,clupeidea,Clupeidea,0,0,47.78723333,-122.4017583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2004,HE,clupeidea,Clupeidea,95,0,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
DOG,adult,Spiny dogfish,2004,HE,clupeidea,Clupeidea,755,1,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
DOG,adult,Spiny dogfish,2004,HE,clupeidea,Clupeidea,771.5,0.5,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
DOG,adult,Spiny dogfish,2004,HE,clupeidea,Clupeidea,767.5,0.43677042801556426,47.7167603,-122.3915527,Reum,2013,mm,stomachs,rel_occurrence,NA
DOG,adult,Spiny dogfish,2004,HE,clupeidea,Clupeidea,810,0,47.630953,-122.4270996,Reum,2013,mm,stomachs,rel_occurrence,NA
DOG,adult,Spiny dogfish,2004,HE,clupeidea,Clupeidea,731,0,47.63203333,-122.4218806,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,215,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,150.6,0.19948652118100138,47.6357951,-122.4164876,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,227.33333333333334,0.870748299319728,47.7050171,-122.395166,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,203.75,0,47.84485278,-122.3503083,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,192.75,0.65625,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,248,0.2399317406143345,47.7360555,-122.3878988,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,295,0,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2004,HE,clupeidea,Clupeidea,290,0,47.6357585,-122.419987,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Sturgeon poacher,2004,HE,clupeidea,Clupeidea,164.66666666666666,0,47.78723333,-122.4017583,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Sturgeon poacher,2004,HE,clupeidea,Clupeidea,124.85714285714286,0,47.84485278,-122.3503083,Reum,2013,mm,stomachs,rel_occurrence,NA
ROCKFISH,adult,Unid rockfish,2004,HE,clupeidea,Clupeidea,284.7692307692308,0.8649939345347512,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
ROCKFISH,adult,Unid rockfish,2004,HE,clupeidea,Clupeidea,311.25,0,47.7167603,-122.3915527,Reum,2013,mm,stomachs,rel_occurrence,NA
ROCKFISH,adult,Unid rockfish,2004,HE,clupeidea,Clupeidea,380,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
ROCKFISH,adult,Unid rockfish,2004,HE,clupeidea,Clupeidea,354.5,0,47.8491252,-122.3603353,Reum,2013,mm,stomachs,rel_occurrence,NA
ROCKFISH,adult,Unid rockfish,2004,HE,clupeidea,Clupeidea,294.3333333333333,0,47.630953,-122.4270996,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,adult,Walleye pollock,2004,HE,clupeidea,Clupeidea,283.14285714285717,0,47.630953,-122.4270996,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,adult,Walleye pollock,2004,HE,clupeidea,Clupeidea,429,0,47.7880575,-122.4076986,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,adult,Walleye pollock,2004,HE,clupeidea,Clupeidea,342,0,47.7460815,-122.3927653,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2004,HE,clupeidea,Clupeidea,129.875,0,47.63203333,-122.4218806,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2004,HE,clupeidea,Clupeidea,116.93333333333334,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2004,HE,clupeidea,Clupeidea,123.21428571428571,0,47.7099243,-122.400236,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2004,HE,clupeidea,Clupeidea,135,0,47.7066854,-122.3972982,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,adult,Big skate,2005,HE,clupeidea,Clupeidea,508,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,adult,Big skate,2005,HE,clupeidea,Clupeidea,459,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,juvenile,Big skate,2005,HE,clupeidea,Clupeidea,185,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,juvenile,Big skate,2005,HE,clupeidea,Clupeidea,255,0,47.4343099,-122.3650228,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,226.25,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,236.14285714285714,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,252,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,157,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,234.33333333333334,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,250.5,0,47.70266667,-122.4025306,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,258,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,230.5,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,CO sole,2005,HE,clupeidea,Clupeidea,232.33333333333334,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Dover sole,2005,HE,clupeidea,Clupeidea,147,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Dover sole,2005,HE,clupeidea,Clupeidea,146,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Dover sole,2005,HE,clupeidea,Clupeidea,153,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Dover sole,2005,HE,clupeidea,Clupeidea,353,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Dover sole,2005,HE,clupeidea,Clupeidea,303.5,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,226.5,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,294.45454545454544,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,228.4,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,196,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,360,0,47.70266667,-122.4025306,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,314.25,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,174,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,337.6666666666667,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,259.5,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,181,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,276.8333333333333,0,47.4343099,-122.3650228,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,English sole,2005,HE,clupeidea,Clupeidea,292.6,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,English sole,2005,HE,clupeidea,Clupeidea,133.66666666666666,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,English sole,2005,HE,clupeidea,Clupeidea,146,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
ROC,adult,Great sculpin,2005,HE,clupeidea,Clupeidea,166.33333333333334,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
ROC,adult,Great sculpin,2005,HE,clupeidea,Clupeidea,115,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
ROC,adult,Great sculpin,2005,HE,clupeidea,Clupeidea,180,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,adult,Longnose skate,2005,HE,clupeidea,Clupeidea,620,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,adult,Longnose skate,2005,HE,clupeidea,Clupeidea,480.5,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,juvenile,Longnose skate,2005,HE,clupeidea,Clupeidea,265,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,juvenile,Longnose skate,2005,HE,clupeidea,Clupeidea,297.7142857142857,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
SSK,juvenile,Longnose skate,2005,HE,clupeidea,Clupeidea,298,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,adult,Pacific hake,2005,HE,clupeidea,Clupeidea,260.55555555555554,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Pacific hake,2005,HE,clupeidea,Clupeidea,169.8,0.2,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Pacific hake,2005,HE,clupeidea,Clupeidea,155,0,47.4343099,-122.3650228,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,248.875,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,283.42857142857144,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,289.5,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,256,0.331850533807829,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,228,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,244.66666666666666,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,262.75,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Pacific Sanddab,2005,HE,clupeidea,Clupeidea,276.5,0.25,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,juvenile,Pacific tomcod,2005,HE,clupeidea,Clupeidea,125,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,juvenile,Pacific tomcod,2005,HE,clupeidea,Clupeidea,137.33333333333334,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,juvenile,Pacific tomcod,2005,HE,clupeidea,Clupeidea,140,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
POP,adult,Pile perch,2005,HE,clupeidea,Clupeidea,104.6,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,446.3333333333333,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,504,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,429.22222222222223,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,433.4,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,458.25,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,425,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,480,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,333.5,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,571,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,441,0,47.58445833,-122.4270389,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,494.8,0.4,47.4343099,-122.3650228,Reum,2013,mm,stomachs,rel_occurrence,NA
RAT,adult,Ratfish,2005,HE,clupeidea,Clupeidea,375,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rex sole,2005,HE,clupeidea,Clupeidea,230,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rex sole,2005,HE,clupeidea,Clupeidea,277.25,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rex sole,2005,HE,clupeidea,Clupeidea,255.625,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rex sole,2005,HE,clupeidea,Clupeidea,232.28571428571428,0,47.8474854,-122.3486491,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,275.3333333333333,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,276,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,179.25,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,223.22222222222223,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,227.66666666666666,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,194,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,210,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,252.30769230769232,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,249.4,0,47.70266667,-122.4025306,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Rock sole,2005,HE,clupeidea,Clupeidea,268.3333333333333,0.3333333333333333,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Rock sole,2005,HE,clupeidea,Clupeidea,89.3,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Rock sole,2005,HE,clupeidea,Clupeidea,97.33333333333333,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Rock sole,2005,HE,clupeidea,Clupeidea,92.44444444444444,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,juvenile,Rock sole,2005,HE,clupeidea,Clupeidea,144.5,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,289.6666666666667,0.3333333333333333,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,210,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,272.5,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,247.5,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,346,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,288.5,0,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,266,1,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Sand sole,2005,HE,clupeidea,Clupeidea,297,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,119.5,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,125.6,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,107.57142857142857,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,130.4,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,114.66666666666667,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
FDF,adult,Speckled sanddab,2005,HE,clupeidea,Clupeidea,120,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2005,HE,clupeidea,Clupeidea,314,1,47.70726944,-122.3954028,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2005,HE,clupeidea,Clupeidea,230,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2005,HE,clupeidea,Clupeidea,255,0,47.788325,-122.4016333,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Staghorn sculpin,2005,HE,clupeidea,Clupeidea,172,0,47.70727222,-122.3954056,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Sturgeon poacher,2005,HE,clupeidea,Clupeidea,155,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Sturgeon poacher,2005,HE,clupeidea,Clupeidea,141.85714285714286,0,47.5682861,-122.4186035,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Sturgeon poacher,2005,HE,clupeidea,Clupeidea,182,0,47.70266667,-122.4025306,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,adult,Walleye Pollock,2005,HE,clupeidea,Clupeidea,351.7142857142857,0,47.7225179,-122.3910319,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2005,HE,clupeidea,Clupeidea,123.5,0,47.70263889,-122.4025278,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2005,HE,clupeidea,Clupeidea,147,0,47.4343099,-122.3650228,Reum,2013,mm,stomachs,rel_occurrence,NA
FMM,juvenile,Walleye pollock,2005,HE,clupeidea,Clupeidea,197,0,47.5374349,-122.4054525,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Whitespotted greenling,2005,HE,clupeidea,Clupeidea,160,0,47.5505656,-122.4055583,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Whitespotted greenling,2005,HE,clupeidea,Clupeidea,168,0,47.4361816,-122.3602458,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Whitespotted greenling,2005,HE,clupeidea,Clupeidea,163,0,47.8454142,-122.3527832,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Whitespotted greenling,2005,HE,clupeidea,Clupeidea,192.66666666666666,0,47.6372477,-122.4236735,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Bigfin eelpout,2005,HE,clupeidea,Clupeidea,188,0,47.5473307,-122.4064941,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Bigfin eelpout,2005,HE,clupeidea,Clupeidea,197,0,47.7916667,-122.4113363,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blackbelly eelpout,2005,HE,clupeidea,Clupeidea,190.6,0,47.7911667,-122.4048333,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blackbelly eelpout,2005,HE,clupeidea,Clupeidea,223.25,0,47.8456,-122.36333333,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blackbelly eelpout,2005,HE,clupeidea,Clupeidea,196.33333333333334,0,47.7916667,-122.4113363,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blackbelly eelpout,2005,HE,clupeidea,Clupeidea,156,0,47.84294722,-122.3590889,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blackbelly eelpout,2005,HE,clupeidea,Clupeidea,149,0,47.7063314,-122.3976644,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blacktip poacher,2005,HE,clupeidea,Clupeidea,147.9090909090909,0,47.7911667,-122.4048333,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blacktip poacher,2005,HE,clupeidea,Clupeidea,154,0,47.8515177,-122.344694,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blacktip poacher,2005,HE,clupeidea,Clupeidea,158.63636363636363,0,47.4374878,-122.3652344,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blacktip poacher,2005,HE,clupeidea,Clupeidea,155,0,47.53845833,-122.4049694,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Blacktip poacher,2005,HE,clupeidea,Clupeidea,158.66666666666666,0,47.5473307,-122.4064941,Reum,2013,mm,stomachs,rel_occurrence,NA
SMD,adult,Bluespotted poacher,2005,HE,clupeidea,Clupeidea,184,0,47.8515177,-122.344694,Reum,2013,mm,stomachs,rel_occurrence,NA
