PC1,PC2,PC3,PC4,PC5,PC6,rec_index,longitude,latitude,nrowid,atlantis_pred_group,predator_stage,atlantis_prey_group,taxa_prey,prey,proportion,location,year,author,publication_yr,variable,predator_size,size_units,sample_source,predator_taxa,basin,proportion_sc,SOG.Herring,chinook.ab,chum.ab,coho.ab,pink.ab,sockeye.ab,steelhead.ab,Seals.Nelson,Orcas,Transient_orcas,RR.SSTOut,Chla.JDF,FraserFlow.Out,PNI,NPGO,PDO,UPW,MEI,cherry_point,other_herring,basin_id,predator_stage_id,atlantis_pred_group_id
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,11,-122.44011111111112,47.61425,11,FVS,adult,HE,Fish,Clupea harengus pallasii,0.0850850850850851,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Ophiodon elongatus,Central Puget Sound,0.08500999000000001,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,2,1,10
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,12,-122.44011111111112,47.61425,12,ROC,adult,HE,Fish,Clupea harengus pallasii,0.7535070140280561,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes melanops,Central Puget Sound,0.752763497014028,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,2,1,18
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,13,-122.44011111111112,47.61425,13,FVS,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Scorpaenichthys marmoratus,Central Puget Sound,9.990000000000001e-6,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,2,1,10
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,14,-122.44011111111112,47.61425,14,SMD,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Hexagrammos decagrammus,Central Puget Sound,9.990000000000001e-6,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,2,1,22
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,15,-122.44011111111112,47.61425,15,ROC,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes auriculatus,Central Puget Sound,9.990000000000001e-6,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,2,1,18
-6.0776225488845705,4.074348217069743,0.7259982750396093,-0.8721331574937145,-0.3316474354019403,-1.2664463425562333,16,-123.14841666666668,48.17519444444444,16,FDF,adult,HE,Clupeidae,Clupeidae,0,Dungeness Spit,1976,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca,9.990000000000001e-6,60511,1759.871043385404,4910.076598412597,1861.8482688648103,100,482.50268542909856,0,4208.138562,70,NA,9.702000000000002,0.495847241,772208,-0.014,1.8633333333333333,0.008333333333333396,-18.833333333333332,-0.11175000000000002,11844,8263,3,1,7
-3.578613540957602,5.107382134100751,0.8095272576104128,-2.3979417677504182,-0.7884349985823649,-2.172281214082399,17,-123.14841666666668,48.17519444444444,17,FDF,adult,HE,Clupeidae,Clupeidae,0.08330416520826041,Dungeness Spit,1977,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca,0.08323085104305214,78113,1585.3533312910615,3304.815036748929,3654.1499873615503,2340.7422603344753,1589.694333666503,14104.932603999585,4733.879071,79,NA,9.958,0.447652902,571330,0.436,1.2486666666666666,0.23083333333333325,-17.166666666666664,0.6178333333333333,11097,8639,3,1,7
-2.702572649833627,4.37504785920456,1.8906982543568107,-1.7675493637745319,-0.8836359676759058,-0.7320311434464493,18,-123.14841666666668,48.17519444444444,18,FDF,adult,HE,Clupeidae,Clupeidae,0,Dungeness Spit,1978,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca,9.990000000000001e-6,101784,1698.378738660513,7435.346278353559,2612.7813782472244,100,940.5462617893166,12877.862835902119,4732.29,79,NA,10.364,0.617309156,523248,0.609,0.5035833333333334,0.23583333333333337,-15.916666666666666,0.11283333333333334,10973,5485,3,1,7
-3.578613540957602,5.107382134100751,0.8095272576104128,-2.3979417677504182,-0.7884349985823649,-2.172281214082399,19,-123.35402777777777,48.11819444444445,19,FDF,adult,HE,Clupeidae,Clupeidae,0.07140408023315618,Morse Creek,1977,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca,0.07134266615292302,78113,1585.3533312910615,3304.815036748929,3654.1499873615503,2340.7422603344753,1589.694333666503,14104.932603999585,4733.879071,79,NA,9.958,0.447652902,571330,0.436,1.2486666666666666,0.23083333333333325,-17.166666666666664,0.6178333333333333,11097,8639,8,1,7
-2.702572649833627,4.37504785920456,1.8906982543568107,-1.7675493637745319,-0.8836359676759058,-0.7320311434464493,20,-123.35402777777777,48.11819444444445,20,FDF,adult,HE,Clupeidae,Clupeidae,0,Morse Creek,1978,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca,9.990000000000001e-6,101784,1698.378738660513,7435.346278353559,2612.7813782472244,100,940.5462617893166,12877.862835902119,4732.29,79,NA,10.364,0.617309156,523248,0.609,0.5035833333333334,0.23583333333333337,-15.916666666666666,0.11283333333333334,10973,5485,8,1,7
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,21,-122.74738888888889,47.72094444444445,21,POP,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Embiotoca lateralis,Hood Canal,9.990000000000001e-6,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,4,1,16
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,22,-122.74738888888889,47.72094444444445,22,FDF,adult,HE,Clupea harengus,Clupea harengus,0.025,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Lepidopsetta bilineata,Hood Canal,0.024984990000000002,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,4,1,7
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,23,-122.74738888888889,47.72094444444445,23,FDF,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Pleuronichthys coenosus,Hood Canal,9.990000000000001e-6,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,4,1,7
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,24,-122.74738888888889,47.72094444444445,24,FVS,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Scorpaenichthys marmoratus,Hood Canal,9.990000000000001e-6,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,4,1,10
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,25,-122.74738888888889,47.72094444444445,25,ROC,adult,HE,Clupea harengus,Clupea harengus,0.026865671641791045,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Sebastes caurinus,Hood Canal,0.026848795970149254,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,4,1,18
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,26,-124.08680555555556,48.2145,26,FDF,adult,HE,Clupeidae,Clupeidae,0.004077535913681702,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca,0.00408344837776802,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,8,1,7
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,27,-124.08680555555556,48.2145,27,SMD,adult,HE,Clupeidae,Clupeidae,0.0018143977800309512,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,West Strait of Juan de Fuca,0.0018225733822509202,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,8,1,22
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,28,-122.66680555555556,48.63961111111111,28,SMD,adult,HE,Clupea harengus pallasii,Clupea harengus pallasii,0.01015228426395939,Northern Puget Sound,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,Strait of Georgia,0.01015212197969543,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,7,1,22
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,29,-122.66680555555556,48.63961111111111,29,SMD,adult,HE,Clupeiformes-Clupeoidei,Clupeiformes-Clupeoidei,0.01015228426395939,Northern Puget Sound,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,Strait of Georgia,0.01015212197969543,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,7,1,22
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,30,-124.08680555555556,48.2145,30,SMD,adult,HE,Clupeidae,Clupeidae,0.005191982612895434,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Enophrys bison,West Strait of Juan de Fuca,0.005196780630282539,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,8,1,22
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,31,-124.08680555555556,48.2145,31,SMD,juvenile,HE,Clupeidae,Clupeidae,0.0018398806563898558,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Microgadus proximus,West Strait of Juan de Fuca,0.001848030775733466,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,8,2,22
-7.142707747354662,3.0811257189330146,1.7749944013431531,-1.4931022341161082,-1.4337118823977058,1.9281168235359516,32,-124.08680555555556,48.2145,32,HE,juvenile,HE,Clupeidae,Clupeidae,0.009232798417234555,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Clupea pallasii,West Strait of Juan de Fuca,0.00923355561881732,70208,1809.6557700120366,986.4631300598442,3695.2706271349325,1232.7607797407688,365.90888566277454,0,3699.149765,71,NA,9.847999999999999,0.437111061,571111,-0.908,0.7985833333333333,-1.1016666666666668,-11,-1.30325,10337,2345,8,2,11
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,33,-122.6631388888889,48.63136111111111,33,HSL,adult,HE,Herring 2+,Herring 2+,0.13497038957036706,San Juan Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.1348454091807967,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,34,-122.6631388888889,48.63136111111111,34,HSL,adult,HE,Herring 2+,Herring 2+,0.11254381630053771,San Juan Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.11244126248423716,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,35,-123.20041666666667,48.83316666666667,35,HSL,adult,HE,Herring 2+,Herring 2+,0.2289156626506021,Belle Chain Islets,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.2286967369879515,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,36,-122.76230555555556,48.485166666666665,36,HSL,adult,HE,Herring 2+,Herring 2+,0.12499999999999988,Bird Rocks,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,San Juan Archipelago,0.12488498999999988,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,5,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,37,-122.5171388888889,48.46302777777778,37,HSL,adult,HE,Herring 2+,Herring 2+,0.057803468208092165,Padilla Bay,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.057755654739884074,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,38,-122.61180555555555,48.60863888888889,38,HSL,adult,HE,Herring 2+,Herring 2+,0.13414634146341417,Vendovi Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.13402218512195077,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,39,-122.71686111111111,48.660805555555555,39,HSL,adult,HE,Herring 2+,Herring 2+,0.06435643564356434,Salish Sea,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.06430206920792078,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,40,-122.71686111111111,48.660805555555555,40,HSL,adult,HE,Herring 2+,Herring 2+,0.17411764705882363,Salish Sea,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia,0.17395351941176482,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,7,1,12
-2.702572649833627,4.37504785920456,1.8906982543568107,-1.7675493637745319,-0.8836359676759058,-0.7320311434464493,41,-122.93169444444445,48.13261111111111,41,HSL,adult,HE,Pacific herring,Clupea harengus,0.086,Protection Island,1978,Everitt,1981,no_otoliths,NA,NA,scats,Phoca vitulina,East Strait of Juan de Fuca,0.08592398999999999,101784,1698.378738660513,7435.346278353559,2612.7813782472244,100,940.5462617893166,12877.862835902119,4732.29,79,NA,10.364,0.617309156,523248,0.609,0.5035833333333334,0.23583333333333337,-15.916666666666666,0.11283333333333334,10973,5485,3,1,12
-2.6628544713778637,3.0939792581756307,3.070184375848796,-1.3382053842610786,-0.09590967240868961,-1.4204303462229828,42,-122.66130555555556,47.21886111111111,42,HSL,adult,HE,Pacific herring,Clupea harengus,0.0032733224222585926,Gertrude Island,1979,Everitt,1981,no_otoliths,NA,NA,scats,Phoca vitulina,South Puget Sound,0.003280039099836334,63973,1639.8879505678399,1350.6345318341557,2945.7452283290586,3041.990210308861,617.9941104734331,11913.742059195456,5840.982457,81,NA,10.346,0.59604931,562079,0.792,-0.7369166666666667,0.33499999999999996,-23.708333333333332,0.5181666666666667,9957,6338,6,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,43,-122.8936388888889,48.57983333333333,43,HSL,adult,HE,Herring,Clupeidae,0.9294460641399417,San Juan Islands,2007,Howard,2013,reconstructed_biomass,NA,NA,scat,Phoca vitulina,San Juan Archipelago,0.9285266080758017,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,5,1,12
-0.38500063374648064,-1.202009676915039,-0.3989852630048781,1.1202603055018752,-0.9817886861229325,0.0711803803449731,44,-122.8936388888889,48.57983333333333,44,HSL,adult,HE,Herring,Clupeidae,0.9355133775440203,San Juan Islands,2007,Howard,2013,reconstructed_biomass,NA,NA,scat,Phoca vitulina,San Juan Archipelago,0.9345878541664763,38524,2108.0515192756548,9462.965796592765,2393.9804125344317,5531.617839079735,134.46530415685294,24962.112620332766,15032.404,87,201,10.828,0.81424754,735057,0.088,0.5932499999999999,-0.19583333333333333,-12.166666666666666,-0.2796666666666667,2169,10105,5,1,12
