longitude,latitude,nrowid,atlantis_pred_group,predator_stage,atlantis_prey_group,taxa_prey,prey,proportion,location,year,author,publication_yr,variable,predator_size,size_units,sample_source,predator_taxa,basin
-123.90991666666667,49.166805555555555,1,DOG,juvenile,HE,Herring,Clupea sp.,0.0050200803212851405,Off Nanaimo,1974,Jones,1977,per_consumption,230,mm,stomachs,Squalus acanthias,Strait of Georgia
-123.90991666666667,49.166805555555555,2,DOG,juvenile,HE,Herring,Clupea sp.,0.1082737487231869,Off Nanaimo,1974,Jones,1977,per_consumption,620,mm,stomachs,Squalus acanthias,Strait of Georgia
-123.90991666666667,49.166805555555555,3,DOG,juvenile,HE,Herring,Clupea sp.,0.10607621009268796,Off Nanaimo,1974,Jones,1977,per_consumption,860,mm,stomachs,Squalus acanthias,Strait of Georgia
-123.90991666666667,49.166805555555555,4,DOG,adult,HE,Herring,Clupea sp.,0.0037220843672456576,Off Nanaimo,1974,Jones,1977,per_consumption,780,mm,stomachs,Squalus acanthias,Strait of Georgia
-123.90991666666667,49.166805555555555,5,DOG,adult,HE,Herring,Clupea sp.,0.16016427104722789,Off Nanaimo,1974,Jones,1977,per_consumption,930,mm,stomachs,Squalus acanthias,Strait of Georgia
-123.54827777777777,48.65275,6,ST,juvenile,HE,Clupea pallasii,Clupea pallasii,0.08695652173913043,Mill Bay,1968,Barraclough,1968,no_prey,190,mm,stomachs,Salmo gairdnerii,Strait of Georgia
-123.51441666666666,48.61591666666667,7,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.023809523809523808,Tozier Rock,1968,Barraclough,1968,no_prey,125,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.50308333333334,48.66030555555555,8,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.041666666666666664,Centre Tow,1968,Barraclough,1968,no_prey,149,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.34166666666667,48.85,9,PIS,juvenile,HE,Fish,Clupea pallasii,0.013071895424836602,Village Bay,1966,Barraclough,1967,no_prey,84,mm,stomachs,Oncorhynchus gorbuscha,San Juan Archipelago
-123.34166666666667,48.85,10,PIS,juvenile,HE,Fish,Clupea pallasii,0.6363636363636364,Village Bay,1966,Barraclough,1967,no_prey,92,mm,stomachs,Oncorhynchus gorbuscha,San Juan Archipelago
-123.34166666666667,48.85,11,PIS,juvenile,HE,Fish,Clupea pallasii,0.5,Village Bay,1966,Barraclough,1967,no_prey,98,mm,stomachs,Oncorhynchus gorbuscha,San Juan Archipelago
-123.34166666666667,48.85,12,PIS,juvenile,HE,Fish,Clupea pallasii,0.1891891891891892,Village Bay,1966,Barraclough,1967,no_prey,117,mm,stomachs,Oncorhynchus gorbuscha,San Juan Archipelago
-123.34166666666667,48.862500000000004,13,CU,juvenile,HE,Fish,Clupea pallasii,0.06666666666666667,Active Pass,1966,Barraclough,1967,no_prey,96,mm,stomachs,Oncorhynchus keta,San Juan Archipelago
-123.34166666666667,48.862500000000004,14,CU,juvenile,HE,Fish,Clupea pallasii,0.03636363636363636,Active Pass,1966,Barraclough,1967,no_prey,110,mm,stomachs,Oncorhynchus keta,San Juan Archipelago
-123.30833333333334,48.855555555555554,15,PIS,juvenile,HE,Fish,Clupea pallasii,0.015053763440860216,Strait of Georgia,1966,Barraclough,1967,no_prey,88,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,16,PIS,juvenile,HE,Fish,Clupea pallasii,0.030303030303030304,Strait of Georgia,1966,Barraclough,1967,no_prey,91,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,17,PIS,juvenile,HE,Fish,Clupea pallasii,0.033783783783783786,Strait of Georgia,1966,Barraclough,1967,no_prey,99,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,18,PIS,juvenile,HE,Fish,Clupea pallasii,0.08450704225352113,Strait of Georgia,1966,Barraclough,1967,no_prey,103,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,19,PIS,juvenile,HE,Fish,Clupea pallasii,0.20161290322580644,Strait of Georgia,1966,Barraclough,1967,no_prey,121,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,20,PIS,juvenile,HE,Fish,Clupea pallasii,0.018292682926829267,Strait of Georgia,1966,Barraclough,1967,no_prey,93,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,21,PIS,juvenile,HE,Fish,Clupea pallasii,0.0040650406504065045,Strait of Georgia,1966,Barraclough,1967,no_prey,123,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.30833333333334,48.855555555555554,22,CU,juvenile,HE,Fish,Clupea pallasii,0.014814814814814815,Strait of Georgia,1966,Barraclough,1967,no_prey,95,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.30833333333334,48.855555555555554,23,CU,juvenile,HE,Fish,Clupea pallasii,0.037037037037037035,Strait of Georgia,1966,Barraclough,1967,no_prey,112,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.26666666666667,48.9,24,PIS,juvenile,HE,Fish,Clupea pallasii,0.07042253521126761,Strait of Georgia,1966,Barraclough,1967,no_prey,106,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.1,48.958333333333336,25,CO,juvenile,HE,Fish,Clupea pallasii,1,Strait of Georgia,1966,Barraclough,1967,no_prey,181,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.30833333333334,48.90833333333333,26,PIS,juvenile,HE,Fish,Clupea pallasii,0.125,Off south end of Galiano Island,1966,Barraclough,1967,no_prey,92,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.17083333333333,48.830555555555556,27,PIS,juvenile,HE,Fish,Clupea pallasii,0.058823529411764705,Strait of Georgia off Belle Island Group,1966,Barraclough,1967,no_prey,90,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-123.17083333333333,48.830555555555556,28,PIS,juvenile,HE,Fish,Clupea pallasii,0.1111111111111111,Strait of Georgia off Belle Island Group,1966,Barraclough,1967,no_prey,110,mm,stomachs,Oncorhynchus gorbuscha,Strait of Georgia
-122.86641666666667,47.6695,29,SMD,adult,HE,Teleostei,Clupeidae,0.032248074019588846,Hood Canal,1977,Bax,1978,freq_occurrence,NA,mm,stomachs,Leptocottus armatus,Hood Canal
-122.86641666666667,47.6695,30,CI,juvenile,HE,Teleostei,Clupeidae,0.09090371771381289,Hood Canal,1977,Bax,1978,freq_occurrence,267,mm,stomachs,Oncorhynchus tshawytscha,Hood Canal
-122.70919444444445,47.11333333333334,31,SMD,adult,HE,Clupeidae,Clupeidae,0.006392545641692398,Puget Sound,1978,K. L. Fresh,1979,freq_occurrence,NA,mm,stomachs,Leptocottus armatus,South Puget Sound
-122.37969444444444,47.83963888888889,32,ROC,adult,HE,Teleostei,Clupea harengus pallasii,0.012533572068039392,Edmonds,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes maliger,Central Puget Sound
-122.37969444444444,47.83963888888889,33,ROC,adult,HE,Teleostei,Clupea harengus pallasii,0.043659043659043655,Edmonds,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes caurinus,Central Puget Sound
-122.44011111111112,47.61425,34,FVS,adult,HE,Fish,Clupea harengus pallasii,0.0850850850850851,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Ophiodon elongatus,Central Puget Sound
-122.44011111111112,47.61425,35,MRO,adult,HE,Fish,Clupea harengus pallasii,0.7535070140280561,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes melanops,Central Puget Sound
-122.44011111111112,47.61425,36,FVS,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Scorpaenichthys marmoratus,Central Puget Sound
-122.44011111111112,47.61425,37,SMD,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Hexagrammos decagrammus,Central Puget Sound
-122.44011111111112,47.61425,38,ROC,adult,HE,Fish,Clupea harengus pallasii,0,Artificial reefs,1976,Hueckel,1987,IRI,NA,mm,stomachs,Sebastes auriculatus,Central Puget Sound
-123.14841666666668,48.17519444444444,39,FDF,adult,HE,Clupeidae,Clupeidae,0,Dungeness Spit,1976,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca
-123.14841666666668,48.17519444444444,40,FDF,adult,HE,Clupeidae,Clupeidae,0.08330416520826041,Dungeness Spit,1977,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca
-123.14841666666668,48.17519444444444,41,FDF,adult,HE,Clupeidae,Clupeidae,0,Dungeness Spit,1978,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,East Strait of Juan de Fuca
-123.35402777777777,48.11819444444445,42,FDF,adult,HE,Clupeidae,Clupeidae,0.07140408023315618,Morse Creek,1977,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca
-123.35402777777777,48.11819444444445,43,FDF,adult,HE,Clupeidae,Clupeidae,0,Morse Creek,1978,Miller,1980,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca
-122.74738888888889,47.72094444444445,44,POP,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Embiotoca lateralis,Hood Canal
-122.74738888888889,47.72094444444445,45,FDF,adult,HE,Clupea harengus,Clupea harengus,0.025,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Lepidopsetta bilineata,Hood Canal
-122.74738888888889,47.72094444444445,46,FDF,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Pleuronichthys coenosus,Hood Canal
-122.74738888888889,47.72094444444445,47,FVS,adult,HE,Clupea harengus,Clupea harengus,0,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Scorpaenichthys marmoratus,Hood Canal
-122.74738888888889,47.72094444444445,48,ROC,adult,HE,Clupea harengus,Clupea harengus,0.026865671641791045,Bangor Annex,1975,Peeling,1976,freq_occurrence,NA,NA,stomachs,Sebastes caurinus,Hood Canal
-123.63333333333334,49.083333333333336,49,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.08333333333333333,off Valdes Island,1967,Robinson,1969,no_prey,91,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.63333333333334,49.083333333333336,50,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,0.5,off Valdes Island,1967,Robinson,1969,no_prey,95,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.28333333333333,48.88333333333333,51,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.7,off entrance to Active Pass,1967,Robinson,1969,no_prey,126,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.18333333333334,48.833333333333336,52,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,0.5,off Belle Chain Islets,1967,Robinson,1969,no_prey,88,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.18333333333334,48.833333333333336,53,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,1,off Belle Chain Islets,1967,Robinson,1969,no_prey,97,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.18333333333334,48.833333333333336,54,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,0.5,off Belle Chain Islets,1967,Robinson,1969,no_prey,104,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.26666666666667,48.9,55,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.7142857142857143,2 miles off Active Pass,1967,Robinson,1969,no_prey,109,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.26666666666667,48.9,56,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,1,2 miles off Active Pass,1967,Robinson,1969,no_prey,91,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,48.9,57,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,1,2 miles off Active Pass,1967,Robinson,1969,no_prey,81,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,48.9,58,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,1,2 miles off Active Pass,1967,Robinson,1969,no_prey,86,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,48.9,59,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.5,2 miles off Active Pass,1967,Robinson,1969,no_prey,90,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,48.9,60,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.16666666666666666,2 miles off Active Pass,1967,Robinson,1969,no_prey,122,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,48.9,61,SAL,juvenile,HE,Clupea pallasii,Clupea pallasii,1,2 miles off Active Pass,1967,Robinson,1969,no_prey,63,mm,stomachs,Oncorhynchus nerka,Strait of Georgia
-123.26666666666667,48.9,62,SAL,juvenile,HE,Clupea pallasii,Clupea pallasii,0.6666666666666666,2 miles off Active Pass,1967,Robinson,1969,no_prey,136,mm,stomachs,Oncorhynchus nerka,Strait of Georgia
-123.18333333333334,48.93333333333333,63,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,0.3333333333333333,6 miles off Active Pass,1967,Robinson,1969,no_prey,98,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.18333333333334,48.93333333333333,64,SAL,juvenile,HE,Clupea pallasii,Clupea pallasii,0.14285714285714285,6 miles off Active Pass,1967,Robinson,1969,no_prey,59,mm,stomachs,Oncorhynchus nerka,Strait of Georgia
-123.18333333333334,48.93333333333333,65,SAL,juvenile,HE,Clupea pallasii,Clupea pallasii,1,6 miles off Active Pass,1967,Robinson,1969,no_prey,89,mm,stomachs,Oncorhynchus nerka,Strait of Georgia
-123.11666666666666,48.96666666666667,66,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,1,off Point Roberts,1967,Robinson,1969,no_prey,127,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.16666666666667,49,67,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,1,off Tsawwassen Dock,1967,Robinson,1969,no_prey,104,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.26666666666667,49.03333333333333,68,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.375,off Canoe Pass Buoy Fraser River,1967,Robinson,1969,no_prey,86,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.26666666666667,49.03333333333333,69,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,1,off Canoe Pass Buoy Fraser River,1967,Robinson,1969,no_prey,106,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.31666666666666,49.2,70,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.5,"off outfalla, North Arm, Fraser River",1967,Robinson,1969,no_prey,70,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.3,49.266666666666666,71,HE,juvenile,HE,Clupea pallasii,Clupea pallasii,0.08333333333333333,1 miles off Point Grey,1967,Robinson,1969,no_prey,67,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.35,49.266666666666666,72,HE,juvenile,HE,Clupea pallasii,Clupea pallasii,0.001976284584980237,3 miles off Point Grey,1967,Robinson,1969,no_prey,71,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.35,49.266666666666666,73,HE,juvenile,HE,Clupea pallasii,Clupea pallasii,0.07142857142857142,3 miles off Point Grey,1967,Robinson,1969,no_prey,84,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.35,49.266666666666666,74,HE,juvenile,HE,Clupea pallasii,Clupea pallasii,0.38461538461538464,3 miles off Point Grey,1967,Robinson,1969,no_prey,86,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.35,49.266666666666666,75,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.024390243902439025,3 miles off Point Grey,1967,Robinson,1969,no_prey,86,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.35,49.266666666666666,76,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,0.061224489795918366,3 miles off Point Grey,1967,Robinson,1969,no_prey,88,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.35,49.266666666666666,77,CI,juvenile,HE,Clupea pallasii,Clupea pallasii,1,3 miles off Point Grey,1967,Robinson,1969,no_prey,113,mm,stomachs,Oncorhynchus tshawytscha,Strait of Georgia
-123.35,49.266666666666666,78,FPS,adult,HE,Clupea pallasii,Clupea pallasii,0.11538461538461539,3 miles off Point Grey,1967,Robinson,1969,no_prey,112,mm,stomachs,Ammodytes hexapterus,Strait of Georgia
-123.41666666666667,49.25,79,CU,juvenile,HE,Clupea pallasii,Clupea pallasii,0.2,7 miles off Point Grey,1967,Robinson,1969,no_prey,81,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.45,49.11666666666667,80,HE,juvenile,HE,Clupea pallasii,Clupea pallasii,0.2727272727272727,6 miles off Sandheads Light,1967,Robinson,1969,no_prey,64,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.45,49.11666666666667,81,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.14814814814814814,6 miles off Sandheads Light,1967,Robinson,1969,no_prey,82,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.45,49.11666666666667,82,CO,juvenile,HE,Clupea pallasii,Clupea pallasii,0.8571428571428571,6 miles off Sandheads Light,1967,Robinson,1969,no_prey,150,mm,stomachs,Oncorhynchus kisutch,Strait of Georgia
-123.16666666666667,49,83,HE,juvenile,HE,Fish,Clupea pallasii,0.02145922746781116,Off end above Tsawwassen Dock,1967,Robinson,1968,no_prey,183,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.16666666666667,49,84,CU,juvenile,HE,Fish,Clupea pallasii,7.032348804500703e-4,Off end above Tsawwassen Dock,1967,Robinson,1968,no_prey,63,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.16666666666667,49,85,CU,juvenile,HE,Fish,Clupea pallasii,9.132420091324201e-4,Off end above Tsawwassen Dock,1967,Robinson,1968,no_prey,86,mm,stomachs,Oncorhynchus keta,Strait of Georgia
-123.16666666666667,49,86,FPS,juvenile,HE,Fish,Clupea pallasii,0.0019550342130987292,Off end above Tsawwassen Dock,1967,Robinson,1968,no_prey,92,mm,stomachs,Ammodytes hexapterus,Strait of Georgia
-123.25,49.03333333333333,87,HE,juvenile,HE,Fish,Clupea pallasii,0.14285714285714285,Off Canoe Pass Buoy,1967,Robinson,1968,no_prey,183,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.46666666666667,49.06666666666667,88,HE,juvenile,HE,Fish,Clupea pallasii,0.015151515151515152,4-5 miles off and above Porlier Pass,1967,Robinson,1968,no_prey,122,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.46666666666667,49.06666666666667,89,HE,juvenile,HE,Fish,Clupea pallasii,0.01639344262295082,4-5 miles off and above Porlier Pass,1967,Robinson,1968,no_prey,197,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.28333333333333,49.28333333333333,90,HE,juvenile,HE,Fish,Clupea pallasii,0.0029069767441860465,Point Grey,1967,Robinson,1968,no_prey,113,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.28333333333333,49.28333333333333,91,HE,juvenile,HE,Fish,Clupea pallasii,0.0035460992907801418,Point Grey,1967,Robinson,1968,no_prey,165,mm,stomachs,Clupea pallasii,Strait of Georgia
-123.45,49.06666666666667,92,HE,juvenile,HE,Fish,Clupea pallasii,0.008438818565400843,6 miles off sand heads,1967,Robinson,1968,no_prey,105,mm,stomachs,Clupea pallasii,Strait of Georgia
-124.08680555555556,48.2145,93,FDF,adult,HE,Clupeidae,Clupeidae,0.004077535913681702,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Psettichthys melanostictus,West Strait of Juan de Fuca
-124.08680555555556,48.2145,94,SMD,adult,HE,Clupeidae,Clupeidae,0.0018143977800309512,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,West Strait of Juan de Fuca
-122.66680555555556,48.63961111111111,95,SMD,adult,HE,Clupea harengus pallasii,Clupea harengus pallasii,0.01015228426395939,Northern Puget Sound,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,Strait of Georgia
-122.66680555555556,48.63961111111111,96,SMD,adult,HE,Clupeiformes-Clupeoidei,Clupeiformes-Clupeoidei,0.01015228426395939,Northern Puget Sound,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Leptocottus armatus,Strait of Georgia
-124.08680555555556,48.2145,97,SMD,adult,HE,Clupeidae,Clupeidae,0.005191982612895434,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Enophrys bison,West Strait of Juan de Fuca
-124.08680555555556,48.2145,98,SMD,juvenile,HE,Clupeidae,Clupeidae,0.0018398806563898558,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Microgadus proximus,West Strait of Juan de Fuca
-124.08680555555556,48.2145,99,HE,juvenile,HE,Clupeidae,Clupeidae,0.009232798417234555,Strait of San Juan de Fuca,1975,Simenstad,1979,freq_occurrence,NA,NA,stomachs,Clupea pallasii,West Strait of Juan de Fuca
-122.6631388888889,48.63136111111111,100,HSL,adult,HE,Herring 2+,Herring 2+,0.13497038957036706,San Juan Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.6631388888889,48.63136111111111,101,HSL,adult,HE,Herring 2+,Herring 2+,0.11254381630053771,San Juan Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-123.20041666666667,48.83316666666667,102,HSL,adult,HE,Herring 2+,Herring 2+,0.2289156626506021,Belle Chain Islets,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.76230555555556,48.485166666666665,103,HSL,adult,HE,Herring 2+,Herring 2+,0.12499999999999988,Bird Rocks,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,San Juan Archipelago
-122.5171388888889,48.46302777777778,104,HSL,adult,HE,Herring 2+,Herring 2+,0.057803468208092165,Padilla Bay,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.61180555555555,48.60863888888889,105,HSL,adult,HE,Herring 2+,Herring 2+,0.13414634146341417,Vendovi Island,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.71686111111111,48.660805555555555,106,HSL,adult,HE,Herring 2+,Herring 2+,0.06435643564356434,Salish Sea,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.71686111111111,48.660805555555555,107,HSL,adult,HE,Herring 2+,Herring 2+,0.17411764705882363,Salish Sea,2007,Bromaghin,2013,diet_proportion,NA,NA,fatty_acids_blubber,Phoca vitulina,Strait of Georgia
-122.93169444444445,48.13261111111111,108,HSL,adult,HE,Pacific herring,Clupea harengus,0.086,Protection Island,1978,Everitt,1981,no_otoliths,NA,NA,scats,Phoca vitulina,East Strait of Juan de Fuca
-122.66130555555556,47.21886111111111,109,HSL,adult,HE,Pacific herring,Clupea harengus,0.0032733224222585926,Gertrude Island,1979,Everitt,1981,no_otoliths,NA,NA,scats,Phoca vitulina,South Puget Sound
-122.8936388888889,48.57983333333333,110,HSL,adult,HE,Herring,Clupeidae,0.9294460641399417,San Juan Islands,2007,Howard,2013,reconstructed_biomass,NA,NA,scat,Phoca vitulina,San Juan Archipelago
-122.8936388888889,48.57983333333333,111,HSL,adult,HE,Herring,Clupeidae,0.9355133775440203,San Juan Islands,2007,Howard,2013,reconstructed_biomass,NA,NA,scat,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,112,HSL,adult,HE,Clupeids,Clupea pallasii,0.38834951456310673,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,113,HSL,adult,HE,Clupeids,Clupeid spp.,0,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,114,HSL,adult,HE,Clupeids,Clupea pallasii,0.15939015939015935,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,115,HSL,adult,HE,Clupeids,Clupeid spp.,0,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,116,HSL,adult,HE,Clupeids,Clupea pallasii,0.21496815286624193,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.95497222222222,48.45713888888889,117,HSL,adult,HE,Clupeids,Clupeid spp.,0.00822717622080679,Southern San Juan Channel,2005,Lance,2006,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,118,HSL,adult,HE,Clupeids,Clupea pallasii,0.1979719942056977,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,119,HSL,adult,HE,Clupeids,Clupeid spp.,0.14002897151134713,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,120,HSL,adult,HE,Clupeids,Clupea pallasii,0.16511430990685858,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,121,HSL,adult,HE,Clupeids,Clupeid spp.,0.04149026248941575,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,122,HSL,adult,HE,Clupeids,Clupea pallasii,0.17317287936601117,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.76208333333334,48.58983333333334,123,HSL,adult,HE,Clupeids,Clupeid spp.,0.010272967420017612,Eastern bays,2006,Lance,2007,freq_occurrence,NA,NA,scats,Phoca vitulina,San Juan Archipelago
-122.81016666666666,48.474333333333334,124,PIN,adult,HE,Pacific herring,Clupea pallasii,0.05482102547565301,Bird and whale rocks,2006,Lance,2007,freq_occurrence,NA,NA,scats,Eumetopias jubatus,San Juan Archipelago
-122.81016666666666,48.474333333333334,125,PIN,adult,HE,Clupeid spp.,Clupeid spp.,0.10641728474685584,Bird and whale rocks,2006,Lance,2007,freq_occurrence,NA,NA,scats,Eumetopias jubatus,San Juan Archipelago
-122.96947222222222,48.480250000000005,126,PIN,adult,HE,Clupeids,Clupea pallasii,0.4977145759268666,Southern San Juan Channel,2006,Lance,2007,freq_occurrence,NA,NA,scats,Eumetopias jubatus,San Juan Archipelago
